,age,body_type,diet,drinks,drugs,height,income,job,orientation,sex,sign,smokes,status,diet_modifier,education_status,education_institution,ethnicities_indian,ethnicities_native_american,ethnicities_middle_eastern,ethnicities_asian,ethnicities_white,ethnicities_black,ethnicities_other,ethnicities_pacific_islander,ethnicities_hispanic_/_latin,offspring_status,offspring_future,pets_cats,pets_dogs,religion_type,religion_modifier,sign_modifier,speaks_english,speaks_spanish,speaks_french,speaks_c++,speaks_chinese,speaks_japanese,speaks_german,speaks_italian
44820,30,fit,anything,socially,never,70.0,100000.0,computer / hardware / software,straight,m,gemini,no,single,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,1,doesn't have kids,wants,likes cats,likes dogs,agnosticism,not too serious about it,and it's fun to think about,1,1,0,0,0,0,0,0
44882,34,athletic,anything,not at all,never,69.0,50000.0,other,straight,m,aries,no,single,mostly,graduated from,college/university,0,0,0,0,0,0,0,0,1,doesn't have kids,might want,has cats,likes dogs,christianity,not too serious about it,and it's fun to think about,1,1,0,0,0,0,0,0
44959,27,fit,anything,often,never,70.0,60000.0,construction / craftsmanship,straight,m,pisces,no,single,mostly,graduated from,high school,0,0,0,0,1,0,0,0,0,doesn't have kids,doesn't want,likes cats,likes dogs,atheism,not too serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
44977,29,average,vegetarian,rarely,never,73.0,30000.0,science / tech / engineering,straight,m,scorpio,no,single,mostly,graduated from,masters program,0,1,0,0,1,0,1,0,0,doesn't have kids,doesn't want,likes cats,likes dogs,agnosticism,not too serious about it,and it's fun to think about,1,1,1,0,0,0,0,0
45251,25,average,anything,socially,never,75.0,20000.0,student,straight,m,capricorn,no,available,strictly,graduated from,two-year college,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,other,laughing about it,but it doesn't matter,1,0,0,0,0,0,0,0
45296,33,curvy,anything,socially,never,69.0,20000.0,education / academia,straight,f,sagittarius,no,single,mostly,dropped out of,masters program,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,other,not too serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
45416,35,full figured,other,rarely,never,63.0,20000.0,other,straight,f,pisces,trying to quit,single,mostly,dropped out of,high school,0,0,0,0,1,0,0,0,0,has a kid,might want,likes cats,likes dogs,christianity,somewhat serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
45447,42,fit,anything,not at all,never,68.0,150000.0,medicine / health,straight,m,scorpio,no,single,strictly,graduated from,med school,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,has cats,likes dogs,agnosticism,not too serious about it,but it doesn't matter,1,1,1,0,0,0,0,0
45462,37,athletic,anything,socially,sometimes,74.0,100000.0,computer / hardware / software,straight,m,taurus,yes,single,mostly,graduated from,masters program,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,likes cats,likes dogs,atheism,laughing about it,but it doesn't matter,1,0,1,0,0,0,0,0
45617,24,athletic,anything,socially,never,76.0,20000.0,entertainment / media,straight,m,pisces,no,single,mostly,working on,college/university,1,0,0,0,0,0,1,0,1,doesn't have kids,might want,likes cats,likes dogs,catholicism,laughing about it,and it's fun to think about,1,1,1,0,0,0,0,0
45833,34,skinny,vegetarian,socially,sometimes,71.0,20000.0,unemployed,bisexual,m,cancer,yes,single,mostly,graduated from,two-year college,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,atheism,very serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
46018,23,used up,anything,desperately,never,67.0,250000.0,unemployed,straight,f,leo,yes,single,mostly,graduated from,ph.d program,0,0,0,0,1,0,0,0,0,doesn't have kids,doesn't want,has cats,has dogs,catholicism,very serious about it,and it matters a lot,1,0,0,0,0,0,0,0
46057,24,fit,anything,often,never,67.0,50000.0,education / academia,straight,f,virgo,no,single,mostly,graduated from,masters program,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,has cats,likes dogs,christianity,not too serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
46064,23,a little extra,anything,rarely,sometimes,74.0,20000.0,student,bisexual,m,virgo,yes,single,mostly,working on,two-year college,0,0,0,0,1,0,0,0,0,doesn't have kids,doesn't want,likes cats,likes dogs,atheism,very serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
46105,25,athletic,anything,socially,never,72.0,70000.0,law / legal services,straight,m,taurus,no,single,strictly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,likes cats,has dogs,catholicism,not too serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
46154,38,athletic,anything,often,never,67.0,70000.0,banking / financial / real estate,straight,m,pisces,no,single,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,has cats,likes dogs,christianity,not too serious about it,but it doesn't matter,1,0,1,0,0,0,1,0
46180,24,average,anything,socially,often,64.0,80000.0,sales / marketing / biz dev,straight,m,taurus,when drinking,single,mostly,working on,two-year college,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,agnosticism,not too serious about it,and it matters a lot,1,1,0,0,0,0,0,0
46352,34,overweight,anything,desperately,never,73.0,150000.0,science / tech / engineering,straight,m,capricorn,no,seeing someone,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,doesn't want,has cats,has dogs,atheism,very serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
46364,27,athletic,vegan,rarely,sometimes,72.0,20000.0,medicine / health,bisexual,f,gemini,no,single,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,doesn't want,likes cats,likes dogs,agnosticism,laughing about it,and it's fun to think about,1,0,1,0,0,0,0,0
46402,24,curvy,vegetarian,socially,sometimes,70.0,40000.0,education / academia,bisexual,f,cancer,no,single,mostly,graduated from,masters program,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,has cats,likes dogs,atheism,not too serious about it,but it doesn't matter,1,0,1,0,0,0,0,0
46444,42,average,anything,socially,sometimes,74.0,70000.0,construction / craftsmanship,straight,m,aquarius,no,single,no specified diet modifier,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,other,laughing about it,and it's fun to think about,1,0,0,0,0,0,0,0
46531,29,used up,anything,often,sometimes,74.0,1000000.0,clerical / administrative,straight,m,aquarius,no,single,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,1,doesn't have kids,might want,likes cats,likes dogs,atheism,not too serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
46532,33,curvy,anything,often,sometimes,66.0,60000.0,banking / financial / real estate,gay,f,gemini,no,available,mostly,no specified educational status,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,doesn't want,has cats,likes dogs,other,not too serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
46556,24,athletic,anything,often,never,66.0,40000.0,law / legal services,straight,m,libra,sometimes,available,strictly,working on,college/university,0,0,0,1,0,0,0,1,0,doesn't have kids,might want,likes cats,has dogs,catholicism,not too serious about it,and it's fun to think about,1,0,0,0,0,1,0,1
46585,31,average,anything,socially,never,66.0,70000.0,military,straight,m,pisces,sometimes,available,strictly,graduated from,masters program,0,0,0,0,1,0,0,0,0,has kids,doesn't want,likes cats,has dogs,buddhism,laughing about it,and it's fun to think about,1,0,0,0,0,0,0,0
46687,23,average,anything,socially,never,70.0,30000.0,student,straight,m,libra,no,single,mostly,working on,ph.d program,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,christianity,not too serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
46700,24,athletic,anything,socially,never,71.0,100000.0,science / tech / engineering,straight,m,virgo,no,single,mostly,dropped out of,ph.d program,0,0,0,0,0,0,1,0,0,doesn't have kids,might want,likes cats,likes dogs,atheism,laughing about it,but it doesn't matter,1,0,0,1,0,0,0,0
46792,39,fit,vegetarian,socially,never,74.0,40000.0,education / academia,straight,m,cancer,no,single,mostly,graduated from,masters program,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,likes cats,likes dogs,buddhism,somewhat serious about it,no specified sign modifier,1,0,1,0,0,0,1,0
46885,19,curvy,anything,socially,never,65.0,20000.0,other,straight,f,pisces,no,single,no specified diet modifier,working on,college/university,0,0,1,0,0,1,0,0,0,doesn't have kids,might want,likes cats,likes dogs,christianity,not too serious about it,and it's fun to think about,1,0,1,0,0,0,0,0
46886,60,curvy,anything,socially,never,60.0,30000.0,education / academia,straight,f,gemini,no,single,no specified diet modifier,graduated from,college/university,0,0,0,0,1,0,0,0,0,has kids,doesn't want,likes cats,has dogs,christianity,not too serious about it,and it's fun to think about,1,1,1,0,0,0,0,0
47096,55,average,anything,socially,never,65.0,50000.0,student,straight,f,virgo,no,single,mostly,working on,college/university,0,0,0,0,1,0,0,0,0,has kids,doesn't want,has cats,has dogs,christianity,not too serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
47131,24,average,anything,often,often,74.0,30000.0,sales / marketing / biz dev,straight,m,cancer,yes,single,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,likes cats,likes dogs,catholicism,not too serious about it,but it doesn't matter,1,0,0,0,0,0,1,0
47183,22,curvy,vegan,rarely,never,66.0,20000.0,artistic / musical / writer,bisexual,f,leo,no,single,strictly,dropped out of,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,doesn't want,likes cats,has dogs,atheism,very serious about it,and it's fun to think about,1,1,0,0,0,0,0,0
47323,35,athletic,anything,socially,never,78.0,1000000.0,artistic / musical / writer,straight,m,gemini,no,single,mostly,graduated from,two-year college,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,other,laughing about it,but it doesn't matter,1,0,0,0,0,0,1,0
47396,24,average,anything,often,never,70.0,1000000.0,artistic / musical / writer,straight,m,virgo,trying to quit,single,no specified diet modifier,working on,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,has cats,has dogs,atheism,laughing about it,but it doesn't matter,1,1,0,0,0,0,0,0
47425,43,athletic,anything,socially,never,72.0,500000.0,law / legal services,straight,m,capricorn,no,single,strictly,graduated from,law school,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,likes cats,likes dogs,catholicism,somewhat serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
47482,42,athletic,anything,rarely,never,68.0,50000.0,medicine / health,straight,m,leo,no,single,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,has dogs,judaism,not too serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
47546,36,fit,anything,not at all,never,70.0,30000.0,construction / craftsmanship,straight,m,capricorn,trying to quit,single,mostly,working on,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,likes cats,likes dogs,catholicism,somewhat serious about it,and it's fun to think about,1,1,0,0,0,0,0,0
47655,34,athletic,anything,socially,never,74.0,150000.0,science / tech / engineering,straight,m,aries,no,single,no specified diet modifier,graduated from,masters program,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,has cats,likes dogs,agnosticism,not too serious about it,but it doesn't matter,1,0,1,0,0,0,0,0
47732,53,athletic,anything,socially,never,75.0,150000.0,computer / hardware / software,straight,m,taurus,no,single,mostly,working on,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,likes cats,likes dogs,atheism,laughing about it,but it doesn't matter,1,0,0,0,0,0,0,0
47824,36,fit,anything,socially,sometimes,68.0,70000.0,education / academia,straight,m,gemini,trying to quit,single,mostly,graduated from,masters program,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,has dogs,buddhism,laughing about it,and it's fun to think about,1,1,1,0,1,0,0,0
48079,21,skinny,anything,socially,never,66.0,20000.0,other,straight,f,sagittarius,sometimes,single,mostly,working on,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,has cats,likes dogs,agnosticism,not too serious about it,and it's fun to think about,1,0,1,0,0,0,0,0
48155,26,fit,vegetarian,socially,never,73.0,100000.0,hospitality / travel,straight,m,capricorn,no,single,mostly,graduated from,med school,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,has dogs,christianity,not too serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
48174,23,athletic,anything,often,sometimes,72.0,20000.0,other,straight,m,sagittarius,yes,single,strictly,graduated from,high school,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,christianity,not too serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
48220,22,a little extra,anything,not at all,never,67.0,20000.0,education / academia,straight,f,pisces,no,single,mostly,working on,two-year college,0,1,0,0,0,1,0,0,0,doesn't have kids,wants,likes cats,has dogs,christianity,somewhat serious about it,and it matters a lot,1,0,0,0,0,0,0,0
48397,22,fit,anything,socially,never,73.0,80000.0,computer / hardware / software,straight,m,libra,no,single,mostly,graduated from,college/university,0,1,0,0,1,0,1,0,0,doesn't have kids,might want,likes cats,likes dogs,buddhism,laughing about it,and it's fun to think about,1,0,0,1,0,1,0,0
48398,22,fit,anything,socially,often,69.0,20000.0,transportation,straight,m,cancer,yes,single,strictly,graduated from,high school,0,1,0,0,1,0,0,0,1,doesn't have kids,wants,likes cats,likes dogs,other,laughing about it,but it doesn't matter,1,1,0,0,0,0,0,0
48460,39,curvy,other,rarely,never,66.0,70000.0,artistic / musical / writer,straight,f,scorpio,no,single,strictly,graduated from,college/university,0,0,0,0,1,0,0,0,0,has kids,doesn't want,has cats,has dogs,christianity,somewhat serious about it,and it's fun to think about,1,0,1,0,0,0,0,0
48533,26,average,anything,often,often,66.0,20000.0,artistic / musical / writer,straight,m,sagittarius,when drinking,single,strictly,graduated from,college/university,0,0,0,0,0,0,1,1,0,doesn't have kids,might want,likes cats,likes dogs,agnosticism,laughing about it,but it doesn't matter,1,1,0,0,0,0,0,0
48588,40,fit,vegetarian,socially,never,70.0,100000.0,artistic / musical / writer,straight,m,cancer,no,single,mostly,dropped out of,ph.d program,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,has cats,likes dogs,agnosticism,laughing about it,but it doesn't matter,1,1,1,0,0,0,0,0
48656,50,fit,anything,often,never,67.0,50000.0,other,straight,f,leo,no,single,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,doesn't want,has cats,likes dogs,other,laughing about it,but it doesn't matter,1,0,0,0,0,0,0,0
48916,52,average,anything,socially,never,74.0,100000.0,executive / management,straight,m,virgo,no,single,mostly,graduated from,masters program,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,has dogs,agnosticism,somewhat serious about it,no specified sign modifier,1,0,0,0,0,0,0,0
48951,34,average,anything,socially,never,60.0,60000.0,other,straight,f,capricorn,no,single,mostly,graduated from,college/university,0,0,0,1,0,0,0,0,0,has a kid,might want,has cats,has dogs,christianity,not too serious about it,and it matters a lot,1,0,0,0,1,0,0,0
48991,30,athletic,anything,socially,never,66.0,80000.0,science / tech / engineering,straight,m,aquarius,no,single,mostly,graduated from,masters program,0,0,0,1,0,0,0,0,0,doesn't have kids,might want,has cats,likes dogs,agnosticism,somewhat serious about it,and it's fun to think about,1,1,0,1,1,0,0,0
48998,24,athletic,anything,socially,never,70.0,20000.0,student,straight,m,leo,no,single,strictly,graduated from,college/university,0,0,0,0,0,0,1,0,0,doesn't have kids,might want,likes cats,likes dogs,islam,not too serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
49057,35,average,anything,socially,never,62.0,1000000.0,computer / hardware / software,straight,m,sagittarius,no,single,mostly,working on,college/university,0,0,0,0,0,0,1,0,0,doesn't have kids,wants,likes cats,likes dogs,other,not too serious about it,and it's fun to think about,1,1,0,0,0,0,0,0
49112,28,athletic,vegan,not at all,never,68.0,70000.0,student,straight,m,aries,no,single,strictly,working on,masters program,0,0,0,1,0,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,christianity,laughing about it,and it's fun to think about,1,0,0,0,1,0,0,0
49116,23,athletic,other,rarely,sometimes,69.0,20000.0,entertainment / media,gay,m,capricorn,trying to quit,single,strictly,graduated from,high school,0,0,0,0,1,1,0,0,0,doesn't have kids,doesn't want,likes cats,likes dogs,other,laughing about it,and it's fun to think about,1,0,0,0,0,0,0,0
49156,22,full figured,other,socially,sometimes,66.0,20000.0,unemployed,bisexual,f,scorpio,trying to quit,single,mostly,graduated from,space camp,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,likes cats,likes dogs,agnosticism,not too serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
49378,43,fit,anything,socially,never,70.0,250000.0,computer / hardware / software,straight,m,libra,no,single,mostly,dropped out of,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,has cats,likes dogs,atheism,very serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
49419,26,fit,vegetarian,rarely,never,66.0,40000.0,artistic / musical / writer,straight,f,scorpio,no,single,mostly,graduated from,masters program,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,likes cats,likes dogs,judaism,not too serious about it,and it's fun to think about,1,1,0,0,0,0,0,0
49595,22,fit,vegetarian,rarely,never,70.0,20000.0,unemployed,straight,m,gemini,trying to quit,single,mostly,working on,two-year college,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,likes cats,likes dogs,other,very serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
49701,28,curvy,anything,socially,never,66.0,30000.0,sales / marketing / biz dev,straight,f,leo,when drinking,single,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,has cats,likes dogs,agnosticism,not too serious about it,and it's fun to think about,1,0,1,0,0,0,0,0
49718,41,average,anything,socially,never,73.0,70000.0,artistic / musical / writer,straight,m,gemini,no,single,strictly,graduated from,college/university,0,0,0,0,1,0,0,0,0,has a kid,might want,likes cats,likes dogs,agnosticism,not too serious about it,and it's fun to think about,1,0,1,0,0,0,0,0
49741,26,athletic,anything,socially,never,69.0,80000.0,science / tech / engineering,straight,m,scorpio,no,single,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,agnosticism,not too serious about it,but it doesn't matter,1,1,0,0,0,0,0,0
49781,22,athletic,anything,socially,never,70.0,20000.0,other,straight,m,gemini,no,single,mostly,working on,college/university,0,0,0,1,1,0,0,1,0,doesn't have kids,might want,likes cats,has dogs,catholicism,not too serious about it,and it's fun to think about,1,0,1,0,0,0,0,0
49967,20,curvy,anything,socially,never,65.0,20000.0,student,gay,f,cancer,yes,single,mostly,graduated from,high school,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,has cats,likes dogs,agnosticism,laughing about it,and it matters a lot,1,1,1,0,0,0,0,0
50082,28,average,anything,socially,sometimes,64.0,30000.0,construction / craftsmanship,straight,m,capricorn,trying to quit,single,mostly,graduated from,two-year college,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,has cats,likes dogs,other,not too serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
50102,26,fit,other,socially,never,65.0,30000.0,other,straight,m,leo,no,single,strictly,graduated from,college/university,0,1,0,1,1,0,1,0,0,doesn't have kids,doesn't want,likes cats,likes dogs,other,laughing about it,but it doesn't matter,1,0,0,0,1,0,0,0
50234,26,athletic,anything,socially,never,67.0,70000.0,science / tech / engineering,straight,m,aquarius,no,single,strictly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,catholicism,not too serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
50272,24,skinny,anything,socially,never,72.0,60000.0,entertainment / media,straight,m,leo,no,single,strictly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,likes cats,likes dogs,atheism,laughing about it,but it doesn't matter,1,0,0,0,0,0,1,0
50303,21,thin,anything,socially,sometimes,72.0,30000.0,sales / marketing / biz dev,straight,m,gemini,yes,single,strictly,dropped out of,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,atheism,laughing about it,and it's fun to think about,1,0,0,0,0,0,0,0
50345,25,average,vegan,rarely,never,70.0,50000.0,sales / marketing / biz dev,straight,m,gemini,no,single,mostly,graduated from,college/university,0,0,0,0,0,0,0,0,1,doesn't have kids,might want,likes cats,likes dogs,judaism,not too serious about it,but it doesn't matter,1,1,0,0,0,0,0,0
50368,25,average,anything,socially,never,68.0,40000.0,artistic / musical / writer,straight,m,scorpio,no,single,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,likes cats,likes dogs,judaism,not too serious about it,but it doesn't matter,1,0,1,0,0,0,0,0
50393,29,athletic,vegan,socially,never,66.0,60000.0,other,straight,m,scorpio,no,single,mostly,graduated from,masters program,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,other,somewhat serious about it,but it doesn't matter,1,1,0,1,0,0,0,0
50583,28,curvy,anything,socially,never,64.0,20000.0,unemployed,straight,f,libra,trying to quit,single,mostly,dropped out of,high school,0,0,0,0,0,0,1,0,0,doesn't have kids,wants,has cats,has dogs,catholicism,not too serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
50709,23,fit,anything,socially,sometimes,72.0,20000.0,student,straight,m,leo,sometimes,single,mostly,working on,two-year college,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,has cats,likes dogs,agnosticism,very serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
50822,23,average,vegan,not at all,never,70.0,20000.0,student,straight,m,gemini,no,single,mostly,working on,college/university,0,0,0,0,0,1,1,0,0,doesn't have kids,doesn't want,likes cats,likes dogs,atheism,laughing about it,and it's fun to think about,1,1,0,0,0,1,0,0
50838,65,fit,vegetarian,rarely,never,63.0,50000.0,education / academia,straight,f,gemini,no,single,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,0,has a kid,doesn't want,likes cats,likes dogs,judaism,laughing about it,and it's fun to think about,1,1,1,0,0,0,0,0
50864,29,skinny,vegetarian,socially,sometimes,68.0,20000.0,construction / craftsmanship,straight,f,gemini,trying to quit,single,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,doesn't want,likes cats,has dogs,catholicism,laughing about it,but it doesn't matter,1,1,0,0,0,0,0,1
50867,30,used up,vegetarian,desperately,sometimes,78.0,100000.0,computer / hardware / software,straight,m,taurus,no,single,strictly,graduated from,ph.d program,0,0,0,0,1,0,0,0,0,doesn't have kids,doesn't want,likes cats,likes dogs,agnosticism,laughing about it,but it doesn't matter,1,0,1,0,0,0,1,0
51274,24,curvy,anything,socially,never,62.0,30000.0,political / government,straight,f,gemini,no,single,mostly,graduated from,college/university,0,0,0,0,0,1,0,0,0,doesn't have kids,wants,likes cats,likes dogs,agnosticism,somewhat serious about it,and it's fun to think about,1,1,0,0,0,0,0,0
51296,24,average,vegetarian,socially,sometimes,66.0,20000.0,medicine / health,bisexual,f,gemini,sometimes,single,strictly,working on,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,has cats,likes dogs,atheism,laughing about it,but it doesn't matter,1,1,1,0,0,0,0,0
51568,30,fit,vegetarian,desperately,sometimes,65.0,20000.0,other,straight,f,cancer,no,single,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,atheism,somewhat serious about it,but it doesn't matter,1,0,1,0,0,0,0,0
51641,37,a little extra,other,not at all,sometimes,70.0,40000.0,other,straight,f,taurus,no,single,strictly,graduated from,masters program,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,has cats,likes dogs,agnosticism,somewhat serious about it,and it's fun to think about,1,1,0,0,0,0,0,0
51753,19,athletic,anything,socially,sometimes,69.0,20000.0,unemployed,straight,m,taurus,sometimes,single,mostly,working on,two-year college,0,0,0,0,1,0,0,0,0,doesn't have kids,doesn't want,likes cats,likes dogs,christianity,not too serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
51779,30,average,vegetarian,socially,sometimes,66.0,40000.0,education / academia,straight,m,pisces,sometimes,single,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,atheism,laughing about it,and it's fun to think about,1,1,0,0,0,0,0,0
51888,19,average,anything,not at all,never,64.0,20000.0,other,straight,m,scorpio,no,single,mostly,working on,college/university,0,0,0,0,0,1,0,0,0,doesn't have kids,might want,has cats,likes dogs,agnosticism,not too serious about it,and it's fun to think about,1,0,1,0,0,0,0,0
51898,20,curvy,anything,socially,never,62.0,20000.0,other,straight,f,cancer,no,available,mostly,graduated from,high school,0,0,0,0,0,1,0,0,0,has a kid,might want,likes cats,likes dogs,christianity,somewhat serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
52036,22,skinny,anything,rarely,never,71.0,20000.0,entertainment / media,bisexual,m,gemini,no,seeing someone,strictly,working on,two-year college,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,has cats,likes dogs,other,not too serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
52129,21,average,anything,rarely,sometimes,70.0,20000.0,student,straight,m,aquarius,no,single,strictly,working on,two-year college,0,0,0,0,0,0,1,0,0,doesn't have kids,doesn't want,likes cats,likes dogs,other,laughing about it,but it doesn't matter,1,0,0,0,0,0,0,0
52341,28,thin,anything,often,never,70.0,30000.0,education / academia,straight,f,gemini,no,single,mostly,graduated from,masters program,0,1,0,0,0,1,0,0,1,doesn't have kids,might want,likes cats,likes dogs,agnosticism,somewhat serious about it,and it's fun to think about,1,0,1,0,0,0,0,0
52397,31,fit,anything,socially,never,68.0,100000.0,computer / hardware / software,straight,m,cancer,no,single,strictly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,atheism,somewhat serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
52429,31,average,anything,desperately,never,72.0,80000.0,hospitality / travel,straight,m,leo,sometimes,single,no specified diet modifier,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,agnosticism,not too serious about it,but it doesn't matter,1,0,0,0,0,0,0,1
52562,18,average,anything,socially,never,73.0,20000.0,student,straight,m,leo,no,single,mostly,graduated from,college/university,0,0,0,1,0,0,0,0,0,doesn't have kids,might want,likes cats,has dogs,agnosticism,not too serious about it,but it doesn't matter,1,1,0,0,1,0,0,0
52591,46,fit,anything,rarely,never,66.0,80000.0,political / government,straight,f,capricorn,no,single,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,likes cats,likes dogs,other,laughing about it,and it's fun to think about,1,1,0,0,0,0,0,0
52729,38,average,anything,socially,never,67.0,30000.0,other,straight,m,sagittarius,sometimes,single,mostly,graduated from,masters program,0,0,0,0,1,0,0,0,0,has a kid,might want,likes cats,likes dogs,islam,not too serious about it,and it matters a lot,1,0,1,0,0,0,0,0
52756,29,average,anything,socially,never,67.0,1000000.0,artistic / musical / writer,straight,m,pisces,no,single,mostly,working on,college/university,0,0,0,1,0,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,agnosticism,laughing about it,and it's fun to think about,1,0,0,0,1,1,0,0
52842,56,athletic,anything,socially,never,68.0,250000.0,medicine / health,straight,m,libra,no,single,mostly,graduated from,masters program,0,0,0,0,1,0,0,0,0,has kids,might want,likes cats,likes dogs,other,not too serious about it,no specified sign modifier,1,0,0,0,0,0,0,0
52928,24,average,anything,often,sometimes,62.0,40000.0,artistic / musical / writer,straight,f,capricorn,no,single,no specified diet modifier,graduated from,masters program,0,0,0,1,0,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,islam,somewhat serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
53033,37,average,anything,rarely,never,67.0,80000.0,computer / hardware / software,straight,m,libra,no,single,mostly,graduated from,college/university,0,0,0,1,0,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,buddhism,not too serious about it,but it doesn't matter,1,0,0,0,1,0,0,0
