,age,body_type,diet,drinks,drugs,height,job,orientation,sex,smokes,status,diet_modifier,education_status_extracted,education_institution_extracted,ethnicities_pacific_islander,ethnicities_other,ethnicities_black,ethnicities_indian,ethnicities_middle_eastern,ethnicities_native_american,ethnicities_hispanic_/_latin,ethnicities_asian,ethnicities_white,offspring_status,offspring_future,pets_cats,pets_dogs,religion_type,religion_modifier,sign_extracted,sign_modifier_extracted,speaks_english,speaks_spanish,speaks_french,speaks_russian,speaks_c++,speaks_chinese,speaks_tagalog,speaks_esperanto,speaks_portuguese,speaks_japanese,speaks_lisp,speaks_ukrainian,speaks_german,speaks_sanskrit,speaks_thai,speaks_hindi,speaks_ancient,speaks_italian,speaks_sign,speaks_swedish,speaks_sign_language,speaks_romanian,speaks_latin,speaks_other,speaks_dutch,speaks_danish,speaks_arabic,speaks_hebrew,speaks_korean,speaks_gujarati,speaks_hawaiian,speaks_farsi,speaks_afrikaans,speaks_yiddish,speaks_hungarian,speaks_vietnamese,speaks_indonesian,speaks_latvian,speaks_irish,speaks_swahili,speaks_rotuman,speaks_czech,speaks_icelandic,speaks_norwegian,speaks_tamil,speaks_greek,speaks_tibetan,speaks_catalan,speaks_croatian,speaks_turkish,speaks_armenian,speaks_mongolian,speaks_serbian,speaks_polish,speaks_slovak,speaks_bengali,speaks_urdu,speaks_persian,speaks_welsh,speaks_khmer,speaks_ilongo,speaks_cebuano,speaks_malay,speaks_albanian,speaks_bulgarian,speaks_basque,speaks_occitan,speaks_finnish
47123,0.7022811096273287,3,0,3,0,-2.108895630108671,10,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,8,2,11,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47131,-0.8783418215338703,2,0,2,1,1.4368150418177876,16,2,1,4,3,1,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,3,1,2,3,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47145,-0.35146751114680397,7,0,1,0,-0.8425703901349357,12,0,1,0,3,1,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,8,2,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47183,-1.089091545688697,3,4,3,0,-0.5893053421401887,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,5,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47218,-0.6675920973790438,2,5,4,0,-0.5893053421401887,16,2,0,0,3,1,1,0,1,1,0,0,0,0,1,0,1,0,2,1,1,1,0,11,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47222,-0.9837166836112836,10,0,4,0,-2.362160678103418,16,2,0,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,3,1,3,2,4,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47240,-0.03534292491456419,2,0,4,0,3.716200473770511,18,2,1,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,4,3,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47273,-1.6159658560757633,1,5,4,0,-0.3360402941454416,5,2,0,2,3,1,2,0,0,0,1,0,0,0,0,0,0,0,1,1,1,4,1,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47278,1.0184056958595684,3,0,2,0,-0.8425703901349357,8,2,0,0,1,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47323,0.2807816613176756,1,0,4,0,2.4498752337967757,0,2,1,0,3,1,1,7,0,0,0,0,0,0,0,0,1,0,1,1,1,8,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47345,-0.9837166836112836,9,5,1,0,1.1835499938230407,0,0,1,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,3,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47396,-0.8783418215338703,2,0,2,0,0.4237548498387995,0,2,1,2,3,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,11,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47425,1.1237805579369817,1,0,4,0,0.9302849458282936,9,2,1,0,3,2,1,2,0,0,0,0,0,0,0,0,1,0,2,1,1,3,2,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47478,0.3861565233950889,4,0,2,0,0.4237548498387995,6,2,1,0,3,1,1,3,0,0,0,0,0,0,0,1,0,0,2,1,1,0,1,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47482,1.0184056958595684,1,0,3,0,-0.08277524615069459,10,2,1,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,7,1,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47493,0.3861565233950889,2,0,4,0,0.6770198978335465,3,2,1,0,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,8,1,8,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47529,-0.5622172353016305,2,0,3,0,-0.8425703901349357,6,2,1,0,3,2,1,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,1,7,3,4,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47533,-0.4568423732242173,2,3,1,0,0.17048980184405246,20,2,1,0,3,2,2,3,0,0,0,0,0,0,1,0,0,0,1,1,1,8,1,9,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47546,0.3861565233950889,4,0,1,0,0.4237548498387995,4,2,1,2,3,1,2,0,0,0,0,0,0,0,0,0,1,0,2,1,1,3,2,3,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47555,0.9130308337821552,2,0,4,0,-0.8425703901349357,16,2,1,0,3,1,3,0,0,0,0,0,0,0,0,0,1,0,2,1,1,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47568,-0.03534292491456419,2,5,4,0,-1.0958354381296829,12,2,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,1,3,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47655,0.17540679924026234,1,0,4,0,1.4368150418177876,17,2,1,0,3,0,1,3,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,1,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47663,-0.03534292491456419,2,5,4,0,-0.08277524615069459,16,0,1,0,3,1,1,7,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,3,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47682,1.650654868324048,5,0,4,0,-0.8425703901349357,17,2,0,0,3,1,1,3,0,0,0,0,0,0,0,0,1,0,0,1,1,8,3,7,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47696,-0.4568423732242173,4,0,4,0,0.17048980184405246,9,2,0,0,3,1,2,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,1,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47732,2.1775291787111146,1,0,4,0,1.6900800898125348,3,2,1,0,3,1,2,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,0,10,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47765,-0.35146751114680397,4,0,2,0,-0.08277524615069459,8,2,0,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,2,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47768,-0.14071778699197746,2,5,3,2,-1.602365534119177,18,2,0,0,3,1,2,3,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47824,0.3861565233950889,4,0,4,2,-0.08277524615069459,5,2,1,2,3,1,1,3,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,4,2,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47892,0.07003193716284907,0,0,2,0,0.6770198978335465,3,2,1,2,3,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47899,0.49153138547250214,4,0,4,0,0.9302849458282936,17,2,1,0,3,2,1,5,0,0,0,0,0,0,0,0,1,0,2,1,1,1,0,4,3,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47917,1.3345302820918084,2,0,3,0,-0.3360402941454416,0,2,1,0,3,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47960,-0.14071778699197746,4,0,4,0,0.9302849458282936,10,2,1,2,3,1,1,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,2,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48004,-1.4052161319209366,3,0,3,0,-0.08277524615069459,12,0,0,0,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,4,2,11,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48060,0.07003193716284907,2,5,3,0,-0.5893053421401887,12,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,8,0,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48070,0.07003193716284907,0,5,4,0,0.4237548498387995,12,2,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,3,1,11,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48079,-1.1944664077661102,9,0,4,0,-0.5893053421401887,12,2,0,1,3,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,8,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48125,1.3345302820918084,1,5,4,0,0.6770198978335465,1,2,1,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,4,1,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48146,-0.24609264906939074,4,4,4,0,-1.602365534119177,10,2,0,0,3,2,1,5,0,0,0,0,0,0,0,0,1,0,1,0,0,7,0,7,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48155,-0.6675920973790438,4,5,4,0,1.1835499938230407,8,2,1,0,3,1,1,4,0,0,0,0,0,0,0,0,1,0,1,1,0,4,1,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48174,-0.9837166836112836,1,0,2,2,0.9302849458282936,12,2,1,4,3,2,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,4,1,8,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48191,-0.14071778699197746,10,0,4,2,-0.08277524615069459,12,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,8,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48215,-0.14071778699197746,0,3,4,0,-1.0958354381296829,5,2,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,2,1,1,3,1,3,2,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48220,-1.089091545688697,0,0,1,0,-0.3360402941454416,5,2,0,0,3,1,2,7,0,0,1,0,0,1,0,0,0,0,2,1,0,4,2,7,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48222,-0.4568423732242173,3,3,4,0,-0.08277524615069459,12,2,0,0,3,1,2,3,0,0,0,0,0,0,0,0,1,0,1,1,1,2,1,2,2,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48225,1.7560297304014614,1,5,4,0,1.4368150418177876,7,2,1,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,7,1,11,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48264,-0.03534292491456419,9,0,4,0,-1.3491004861244298,12,2,0,0,3,1,1,0,0,0,0,0,0,0,0,1,0,0,2,1,1,8,1,3,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48268,3.0205280753304207,1,3,4,0,1.4368150418177876,10,2,1,0,3,1,1,5,0,0,0,0,0,0,0,0,1,2,0,1,1,8,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48320,-0.7729669594564571,9,0,4,0,-0.08277524615069459,3,1,1,0,3,1,2,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48336,-0.35146751114680397,3,0,4,2,-0.8425703901349357,7,2,0,1,3,1,1,3,0,0,1,0,0,0,0,0,0,0,1,1,1,8,1,5,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48358,-1.089091545688697,8,0,1,0,0.6770198978335465,18,2,0,0,3,1,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,4,2,11,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48397,-1.089091545688697,4,0,4,0,1.1835499938230407,3,2,1,0,3,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,2,0,6,2,4,0,0,0,4,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48398,-1.089091545688697,4,0,4,1,0.17048980184405246,19,2,1,4,3,2,1,1,0,0,0,0,0,1,1,0,1,0,2,1,1,8,0,2,3,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48400,-0.35146751114680397,2,4,2,0,-0.5893053421401887,5,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,4,3,4,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48455,0.07003193716284907,1,5,1,0,-0.3360402941454416,12,2,0,0,3,0,1,1,0,0,1,0,0,0,0,0,1,0,2,0,1,7,1,0,2,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48460,0.7022811096273287,3,3,3,0,-0.5893053421401887,0,2,0,0,3,2,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,2,9,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48461,0.7022811096273287,2,3,4,0,-1.3491004861244298,0,1,0,0,3,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,2,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48475,-0.5622172353016305,4,0,4,0,0.6770198978335465,16,2,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,4,1,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48481,1.3345302820918084,4,0,4,0,1.4368150418177876,10,2,1,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,6,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48533,-0.6675920973790438,2,0,2,1,-0.5893053421401887,0,2,1,3,3,2,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,8,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48538,0.17540679924026234,4,0,4,2,0.17048980184405246,7,2,1,0,3,2,0,6,0,0,0,0,0,0,0,0,1,2,1,1,0,0,2,10,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
